label,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16
0,-0.919346,-0.145554,-1.901462,1.486242,-1.497783,-0.611758,0.549022,1.754813,1.345045,0.24473,0.957638,0.138473,-0.900717,0.345293,-0.043531,1.074516
1,-0.666419,-0.419205,-0.934875,0.635672,-0.502321,0.791968,-0.174257,-0.338283,-0.560798,1.0219,-0.555111,0.697341,-0.189738,-1.095651,0.679501,-1.693101
1,0.61364,-1.237973,1.009885,2.705374,2.120467,-0.101542,0.310097,-1.448239,0.756888,-1.306717,-0.000624,-0.702875,0.379849,-1.294432,-0.669367,0.991835
1,-0.123503,1.113018,-0.503179,-1.116812,-2.821639,0.911565,0.266926,-0.687377,-0.521709,-0.435671,-0.551397,0.042763,1.19269,0.89723,-0.170805,-0.232407
0,-0.841563,-1.249043,-0.294293,-1.683871,1.862824,-1.187897,-0.640519,1.755466,0.271511,1.462805,0.652457,-0.678286,-2.511061,1.105162,0.577138,-0.971503
1,0.944685,1.096779,1.975018,2.702049,-0.884875,-0.122095,-1.307581,-1.623943,-1.940491,-0.010334,-0.589806,-0.071965,1.617006,0.999255,1.113745,2.330233
0,0.576726,-0.166478,0.98887,-1.552894,-0.639416,0.190823,-0.582131,-0.789748,-0.937165,0.020372,3.095837,0.328596,0.327503,-3.621729,-1.920368,-1.928135
0,-0.292328,-0.100232,1.177225,0.516868,1.523492,2.549434,-0.143453,1.601985,-0.581,-0.495945,-0.77663,-0.849653,-0.969092,-1.813368,-0.838208,1.361481
0,0.170275,0.600141,1.260359,3.945479,-0.432509,0.659162,2.030965,-0.40796,-0.799001,-0.222598,-0.513075,0.579327,0.611622,-2.40809,1.332875,2.065309
0,1.387317,-0.589284,-0.735339,-0.638031,2.079966,0.282148,1.883525,2.072237,1.517517,1.638402,1.454262,-1.010591,0.681404,0.060958,0.388219,-0.349563
0,0.708786,-1.477122,-1.415197,2.005934,-1.924639,-1.565053,0.525696,2.037125,1.711811,-1.092424,0.52379,0.137245,-1.724157,-0.055298,-0.890976,-0.017692
0,0.154243,1.467884,-1.333142,1.121363,1.822122,-0.145272,0.669969,1.93809,1.424108,0.314201,0.120077,0.821353,-1.109191,-2.293719,-0.101135,0.43188
1,0.399199,2.013672,0.446381,3.279694,-0.282482,0.414597,-1.604534,-3.005402,0.178202,1.639199,0.928668,1.871613,-0.188798,-1.77557,0.787381,-0.390937
1,2.653948,-0.822595,-0.289894,-2.137991,-3.244476,-0.859548,0.302103,-1.606402,-0.506728,0.055009,-0.852914,-1.61127,0.173849,0.197887,0.741084,-0.196467
1,-1.651024,0.500846,-1.577531,-0.0313,0.179055,-0.696364,-0.705426,-1.485169,1.333685,0.315325,-0.398448,-0.650217,-0.579051,0.273722,1.035551,0.23952
0,0.720757,-0.995948,-2.366882,0.051925,-0.948056,0.199658,-1.380879,0.475247,0.170925,0.08599,-2.463434,0.678929,2.028943,-2.133052,-0.20049,1.208526
1,-2.51472,1.151735,-1.057881,-2.970018,-1.903163,-1.012064,1.084651,-1.104361,-1.65426,-0.370875,0.71759,-0.136715,-2.422742,1.96724,0.712449,-1.27283
0,-1.659036,1.036756,-0.156333,0.988423,-0.856776,0.406629,2.047836,0.798644,0.668776,1.093216,-0.449696,1.536241,0.745306,-1.456671,1.250878,0.551029
1,1.363849,-0.095301,-0.299613,-1.356005,-0.088689,0.931614,-0.132711,1.000081,0.190066,-0.18202,-0.856585,-1.582715,-0.233618,-3.054704,-0.9308,-2.251448
1,-0.200241,0.227656,-0.002444,0.284212,-0.993532,0.16191,-1.5085,-0.951074,-1.255425,-0.089945,0.563805,2.044499,1.64632,-2.399501,1.691938,-1.342592
0,-1.024289,-0.821238,1.534202,1.256475,-0.38462,0.380423,0.525191,-0.228713,0.810061,-0.048853,0.193831,-1.193366,1.293386,-1.204886,-0.130558,-1.129077
1,0.739551,0.961049,-0.361171,0.836503,0.886059,-1.475197,0.040674,-0.275394,0.997633,2.475604,-0.886767,0.585134,1.366878,-2.815552,-1.701911,-0.171396
1,0.757664,-0.298911,0.304541,-1.585676,-4.502096,-0.48655,-0.368461,-0.879325,0.464004,-0.21949,0.307882,-0.522014,-0.787825,1.059534,-0.092821,0.869576
1,-0.600292,0.223954,-0.516436,-1.82807,-0.859071,-1.763248,1.865904,-2.066388,-1.175059,0.660512,1.263967,-0.322506,-0.22133,0.570748,-1.058181,0.44283
1,1.939905,-0.366723,-0.691193,-0.182088,1.784223,2.642452,-0.168921,-0.968158,1.191895,0.07963,0.828384,0.847893,-1.17367,0.969181,0.61543,-0.347229
1,-0.813102,1.069483,-0.191534,-0.275427,-1.020582,-0.714526,-1.372747,-1.697135,-0.485132,1.301748,-1.580361,1.919751,-0.253763,-0.250146,-0.675371,-0.855302
1,0.540556,0.440203,0.032453,-0.110154,-0.735896,1.56739,-0.205424,-1.522045,-0.404615,-1.274819,0.996199,-0.315739,0.129558,-0.56625,-0.426442,-0.157788
1,0.095806,-0.005245,-0.010811,-0.698146,-1.697749,0.240916,0.147169,0.068425,0.658616,1.601673,0.363179,0.115044,0.695465,-1.076474,1.062392,1.229208
0,0.157422,0.645208,-0.339515,0.357618,0.775868,-0.14732,0.522661,0.241748,1.865144,-0.275673,0.776183,-0.910008,0.373555,0.475077,1.277188,1.183734
1,-0.030598,-1.397252,0.104918,-1.447681,-1.327538,-0.424794,0.118965,2.403539,0.324537,0.099077,0.997253,1.01998,-1.257505,1.804651,-1.094955,-0.772059
0,-0.788672,-0.628664,-0.497501,-0.071023,0.606007,-0.093287,-0.046593,0.86546,-0.015942,-1.164919,0.416918,-0.595625,-0.088751,0.594409,0.903642,0.997112
0,-0.295427,0.847023,-0.217018,1.076924,2.057097,-0.194649,-1.719049,3.709065,0.92426,0.847742,-0.202362,0.06109,0.514534,-2.61539,-1.179162,0.419179
1,0.988625,1.337948,2.420096,-0.415661,0.13456,-0.402782,0.463532,-0.804691,-0.894812,0.78078,0.521101,-0.859046,-1.555478,1.611249,0.558215,-0.875518
0,0.600208,-0.973813,-1.09869,1.548009,-0.371401,-0.457146,-1.093858,-0.857599,-1.5142,-1.298877,-1.137193,-0.392682,-1.468748,0.074986,-0.378398,-0.142846
0,0.099627,0.629102,-1.055839,1.112624,1.411273,-2.387126,0.721378,2.02574,-1.378162,0.091247,-1.624065,0.531239,1.190431,-1.56859,-0.240523,-0.601867
0,-1.463435,1.455807,0.22705,-1.401673,1.056398,0.631531,-0.79972,-0.549438,3.614673,0.031421,0.236518,0.599655,0.309955,2.556735,-0.443473,-0.051371
0,0.081269,-0.180015,0.79188,2.247508,0.360866,0.494033,-1.122556,0.658566,-0.105803,0.114765,-0.066179,-1.926045,0.393502,-1.848859,-0.191896,-1.040177
1,1.906236,0.993908,0.637637,1.545072,-1.509159,-0.63962,0.871459,-1.869944,-1.426944,1.257473,2.389834,-0.196035,1.110272,-0.959683,-0.381657,-2.851703
1,-0.272621,-0.289392,-0.663631,-0.65967,-0.253692,-0.08018,-0.512138,-0.36574,-0.25395,-0.654492,0.285046,0.018423,0.052433,2.056144,-0.374044,0.614533
0,-1.955295,0.494208,0.355364,2.096774,-0.97195,1.547556,-0.608027,0.443123,-1.458973,-1.797892,-0.846383,1.759352,-0.5748,0.249367,-0.899785,-0.618517
1,0.722142,-0.8994,-1.010589,2.02234,-2.310775,0.754373,1.274178,-1.583468,1.794484,0.965901,0.582189,-0.729563,0.036828,1.96461,-0.462857,-0.363807
0,-1.004281,0.80794,0.161063,4.238711,-0.401802,-0.181869,0.165184,-0.316386,-0.295447,1.117622,-1.414442,0.165917,0.521632,-2.898414,0.411627,-0.219276
0,0.303676,-0.526661,1.512836,1.820114,0.942302,0.692198,0.298894,1.132463,-1.138248,1.163275,0.214699,-0.604456,0.813343,-1.951563,-0.628547,-0.312821
1,0.209684,-0.700531,0.338605,2.748166,-2.209779,0.250047,-2.431062,-2.868172,-1.53643,-0.019176,-1.085471,0.575313,0.122717,0.598359,-0.081985,0.884682
1,-0.384158,-0.423695,-0.568802,-2.044263,0.623173,0.861637,1.298928,-1.038822,0.140436,-0.148081,-0.272401,1.18332,1.164979,2.13115,0.242788,-0.509773
0,-0.818077,-0.226615,0.51666,0.855277,1.340117,0.78791,0.461635,1.44715,0.905533,0.678125,-1.477626,-0.256421,0.540819,-0.622948,1.125619,-0.680705
1,-1.738783,0.707574,0.009047,0.890573,-1.111953,-0.291998,0.812994,-1.29175,-0.279135,-0.097919,-1.025538,0.460407,0.489643,-1.705431,-0.062903,0.087543
0,-0.474911,-0.498039,0.578742,1.27253,-0.507414,0.174286,-0.397415,0.092936,0.65554,-0.529589,1.092821,-0.132321,-0.341541,-1.085464,-0.490031,-0.26188
0,-0.526616,1.026719,-0.607562,3.472681,0.018738,-0.289749,0.541017,-0.68094,0.0642,-0.113238,-0.59251,0.037495,0.561764,-1.714811,-0.592938,-0.139208
1,-0.93015,0.761351,-1.430949,1.308324,-0.825375,0.082777,0.118686,-0.787712,-0.504243,-0.160721,0.3197,0.032716,-1.093153,-0.155394,0.177629,0.300002
1,-0.410537,-0.561416,0.664604,-1.834155,-2.294125,1.762178,-0.538032,-0.576844,-0.039681,-0.148063,-1.012152,0.694121,-0.07558,1.039591,-1.314003,0.05621
1,-0.038894,0.764236,-0.874185,2.050571,-2.419282,0.4215,-0.414298,-1.798769,1.107268,0.272381,-0.802007,-1.023689,0.039191,1.748998,-0.448631,0.702824
1,0.774065,-0.76256,1.949993,0.626462,-0.728478,-0.925499,0.042736,0.536348,1.443063,1.592043,-0.435707,-0.169255,-0.289859,1.142789,-1.061365,-1.37878
1,-1.402515,-2.035659,1.174322,-0.12917,-1.906555,1.011374,-0.000137,-0.757857,0.237431,0.76291,1.427997,1.408519,1.631691,-1.335151,0.345082,0.335563
1,2.275595,2.293291,-0.522577,-0.655794,-2.347544,0.457289,0.662969,-0.910783,-1.408694,0.741381,-1.085856,0.780981,-0.674644,-2.063167,-0.561909,-0.001956
1,0.351597,-1.168621,1.051415,-0.566591,-3.525017,-1.927452,-0.18997,0.263873,0.119759,1.073454,0.787322,0.881346,-1.176459,2.574667,-0.160757,0.145019
0,0.695993,-0.358609,0.616452,0.422452,1.106665,1.703017,-0.003348,0.193699,0.281118,-2.074258,-0.291201,-0.695945,0.530838,-0.340185,-0.736634,-1.852847
1,0.650124,1.883161,0.144315,-0.970386,-2.515417,0.085111,1.921486,-1.102675,0.243046,-0.68044,-1.87706,-0.376757,-1.860153,0.762924,-0.803058,1.153275
0,-2.382578,0.2986,-0.766863,2.61408,0.437488,-0.721064,-0.25888,-0.027559,-0.016798,-1.482866,0.495688,-0.276498,-0.28073,-2.197126,0.014931,-0.084809
0,0.446123,1.866451,2.522682,-0.313738,1.342242,1.022286,-0.869757,0.045567,0.208909,-0.778898,-1.55696,-0.909601,0.299139,0.357214,0.502653,-1.934894
0,1.346295,-0.963952,-1.187262,-0.853832,-1.314219,2.072573,-0.185399,-0.368001,1.031972,-0.338697,0.378547,1.67614,-0.160896,-2.789206,0.967869,2.167906
0,-0.050935,-1.329444,-0.658358,3.54455,-0.000824,0.711115,0.895999,-0.850188,-0.118844,0.281853,0.176337,1.055726,0.830933,-2.014156,-0.650924,0.069808
1,-1.18823,0.610144,-0.434187,0.277126,-0.423766,1.203152,-0.200195,0.424467,-1.860577,0.249318,1.276146,1.684111,-0.789133,-0.355583,-0.616885,-1.582193
0,1.664358,-1.057526,1.116519,0.406625,1.994927,-0.612104,-0.374851,2.539784,-0.907786,0.325051,-0.680202,-0.817506,0.032613,-1.12722,0.171133,1.988542
1,1.263496,-0.871208,-1.836196,-0.046081,-1.406494,-0.278129,-1.179209,-0.917586,-0.664008,0.511296,-0.780445,-0.288854,-0.17962,0.459391,0.140243,0.603584
0,1.554958,-0.66816,-0.610191,0.93858,-0.323742,1.15245,0.979963,0.842575,-0.455788,-1.233772,-0.524114,0.43775,-1.131333,-1.592177,0.408003,1.531217
0,0.459099,-0.959331,-0.584207,2.132587,-0.383961,-0.841191,-0.415765,-1.21577,0.031705,2.417897,0.000203,-0.337502,0.744999,-0.56815,0.976496,-0.954308
0,-0.489675,0.792026,1.307599,2.244929,-0.421221,-0.845022,-0.926647,1.1751,0.295165,-0.151801,-0.809866,-0.737933,-1.138565,-0.404783,0.486983,0.355328
1,-0.87797,0.52289,-1.702855,-1.120617,-1.874,1.395247,-0.120343,2.148483,-2.622831,0.349519,-0.421893,-0.585822,-1.000852,2.894125,1.06731,0.605449
0,-0.02497,0.026603,-0.562829,3.76166,0.925023,-0.39993,0.924367,2.82629,-0.110374,1.772187,0.325071,-0.243619,-0.707528,-3.251047,-1.333928,-0.523869
1,-0.427882,-0.278638,0.432874,-0.074398,-0.959848,0.183637,2.886455,-0.658017,1.355598,0.484048,-0.580703,1.600265,0.619481,-2.546011,-0.318639,-0.588643
0,0.934054,0.603865,0.858083,2.491525,-0.684803,-0.703967,0.735455,2.212661,1.944659,1.302441,1.316942,-0.289485,-0.646701,-0.20445,-0.740409,0.3241
1,0.766382,1.843129,1.29291,1.806308,-0.303208,-0.676604,0.533087,-2.327513,0.922703,-0.396104,-1.379866,2.132861,-1.932037,-3.372344,-0.119882,0.04522
1,-0.308553,-0.735196,-0.804507,-0.802822,0.051499,-0.545144,-0.392693,-1.144216,-0.314449,-0.18599,-1.319243,0.84488,-0.179138,1.198308,-0.160784,-0.798615
0,-0.475031,1.050441,-0.494549,0.904657,-0.341626,-0.440686,0.156134,-0.331915,0.459906,0.376666,0.225537,1.646356,-0.173682,-0.191429,0.161471,-0.114799
1,1.231838,-0.53779,-0.588805,1.083219,-0.345872,-0.721755,-0.695423,-1.051755,1.112216,-1.191323,-1.228608,-1.994023,-0.474065,-1.982518,-0.149475,-0.666315
0,-1.836932,0.679037,1.790131,1.356052,2.041322,0.443226,1.503948,3.469852,-1.120401,0.047396,0.235875,0.72874,1.602754,-2.977859,-0.083888,1.998278
0,-0.023805,0.087477,0.200316,1.866407,0.390325,-1.032,0.910135,1.070843,1.480169,-0.510814,-0.156429,0.017546,1.782726,-1.462193,-0.649422,-0.980147
1,-0.5928,-0.325772,-1.45622,-0.087433,-0.792266,-0.438944,-1.307893,-1.257511,0.851039,0.965421,-0.488539,1.883725,-0.189138,0.220486,0.723505,0.106798
0,-1.285709,0.495811,-0.694125,-1.860264,0.956008,-0.945574,-1.724046,-1.290989,1.444973,-1.321732,0.49778,0.031991,-1.317009,1.721935,-0.887054,0.77448
0,-0.443214,0.848899,-0.819562,0.513859,-0.525747,0.184888,-0.925601,0.009638,1.52071,0.548691,-0.549503,0.203278,0.859022,-0.887434,-1.351215,-0.534045
0,1.158921,-0.559083,1.209611,0.72801,-1.47487,0.287141,-1.043266,0.737917,0.420053,0.838244,0.502557,0.360146,0.675034,-0.828776,-0.235324,1.481176
0,0.100766,0.624424,-1.736458,2.533133,-1.057071,-1.758489,1.806444,1.791506,0.850339,-0.893934,-0.440665,1.271433,-1.034141,0.741986,-1.763385,-1.388938
1,-1.289877,1.14779,1.473688,1.639779,-0.413659,0.370354,1.570732,-1.404863,1.312898,0.758645,-0.547224,-0.222847,0.438376,-1.498536,0.251211,-1.33678
1,0.822694,0.300992,-1.334289,-1.373966,0.050312,-0.852186,1.110863,0.796899,-0.982029,-0.407404,0.832789,1.361119,0.069697,-3.752241,1.470747,-0.303717
1,-1.584116,-1.673955,0.781385,-0.003196,-1.639514,0.371504,-0.584833,-1.313253,-0.425197,-1.806754,0.296866,0.157433,0.690477,-0.521024,1.315191,1.278399
1,0.204326,-0.711586,-0.238635,-0.159713,0.219947,-0.862122,1.270695,-1.305174,0.62244,-0.921539,-0.687375,-0.034266,-0.276091,0.822483,0.692592,-1.312864
1,-1.2419,-0.962988,-0.296995,-0.896557,-1.080927,0.657525,1.394221,-1.817955,0.085459,-0.211373,-2.177356,1.743888,-0.779076,-0.294846,1.937194,-1.035542
1,-0.805993,-0.196681,0.378578,0.851243,-2.737819,0.62125,0.253542,-1.737883,0.423756,-0.348547,-0.16879,-0.361455,0.362213,-0.055241,0.055443,-2.100657
0,-2.311299,-0.804683,-1.286667,-0.312071,0.671491,1.073551,0.544477,-0.755229,-0.009965,1.055817,-0.72502,-1.156605,-0.206443,1.631026,0.567996,0.350558
0,-0.702647,0.201405,-0.995153,0.84937,1.894218,-1.696514,0.383788,2.292771,0.887666,-1.192291,0.284332,-1.398665,1.134866,-1.551521,1.202349,1.180142
1,-0.159901,-0.463344,-0.8749,1.208388,-0.164031,0.439153,2.284311,-0.871584,-0.024717,0.966919,0.411878,0.512832,-0.787875,-1.640773,0.061879,0.414304
0,0.684216,0.623406,-0.162477,1.039359,1.149626,1.218062,-0.281056,0.910938,0.015034,0.99225,-1.005955,-0.175586,-0.232894,-0.489861,-1.730136,-1.006732
1,1.634184,0.502642,0.745008,-0.106707,-1.798535,-1.12603,-1.401769,-1.431276,-0.236326,0.636855,-0.531182,-0.651111,0.436424,-2.953462,-0.855649,0.222823
0,-0.103953,-0.157027,0.072185,2.887501,1.081192,1.156459,-0.441949,2.025672,-0.430307,1.27936,1.277447,-0.98783,1.19658,-2.501364,-0.157944,0.712931
1,-0.903418,-0.753932,-1.48906,-1.311027,0.971274,1.360211,0.750805,-1.162986,0.064567,-1.496512,-1.770731,0.478541,-0.328785,1.340146,1.341926,-0.942196
0,-0.193833,-0.327708,-0.503852,2.696571,0.934284,-0.774892,1.393818,2.540806,-0.873861,-1.179995,-0.829179,-2.390638,-0.526812,-3.254023,0.046764,1.873615
1,0.347996,-2.16704,0.212957,-1.073784,-1.951914,0.451394,-0.271386,-1.138387,-0.230637,0.647881,-0.262363,-1.933307,-1.022285,0.813692,0.363538,1.209553
0,-1.541823,0.515424,-1.782722,0.396973,0.370491,-0.117061,-0.838582,-1.059646,-1.496002,-0.068967,-0.815466,-0.304574,1.934042,-1.793701,-0.455663,-0.953371
1,0.207438,-0.281969,-0.357889,-2.408979,-1.700552,0.531549,0.555769,-0.806042,-0.796816,-0.737443,-0.743577,-1.598548,-0.79201,1.695082,-0.797711,-0.802171
1,-1.238037,0.506525,0.206635,-3.336141,-0.746661,-0.432418,0.895406,-0.923128,-0.498869,-0.286079,-0.127673,-0.022091,0.794697,2.036202,0.176802,0.526956
1,-0.567467,-0.1225,-0.750113,0.265578,-0.020012,-0.171315,-1.429338,-1.358262,-0.338808,0.07821,0.847553,-0.254138,0.390555,-0.841896,0.620258,0.523858
1,1.81817,1.010794,0.301719,-3.103387,-2.212381,0.29829,0.629637,-1.800974,-0.735543,-0.734102,0.778328,0.86046,-0.675469,1.129031,1.086588,-0.040589
1,-0.305099,0.023244,0.332092,-3.376758,-3.461438,1.205394,-0.446736,-1.276495,-0.575317,-0.496587,0.38819,0.704676,1.101331,2.034442,-1.096781,-0.959394
1,-0.207566,0.657141,0.803312,1.433143,0.005238,-0.288692,-1.208188,-0.171825,2.016353,-0.284199,0.314295,1.217799,-0.052218,-0.0208,-0.505886,0.770407
1,0.217471,-0.557515,1.258141,2.756765,-1.435802,-0.261514,-0.788164,-2.594901,-0.356174,0.672377,-0.484694,-0.192732,2.596049,-0.091489,1.860308,0.245222
0,0.184237,0.224944,0.083127,3.852883,-0.075575,-0.773006,0.488362,-0.614332,-0.272353,0.48422,1.865285,-1.2594,0.556151,-2.678183,-0.266865,0.491175
1,0.688026,0.412903,2.186938,0.655984,-0.152866,0.394502,-0.652173,-1.013867,0.980565,0.976743,-1.006034,-0.024507,0.743328,-3.13684,0.914256,1.257714
1,0.427222,0.705167,-0.118503,-0.362927,1.532462,-0.229562,-0.268707,-0.701322,1.005776,0.999794,0.830758,0.185744,0.641907,1.449538,1.133439,0.668436
1,2.389404,-0.311719,-0.383929,-3.474392,-2.160273,0.219126,-0.76677,-1.706182,-0.35535,0.713806,-1.981271,2.099171,-0.134711,1.531149,1.01025,-0.548255
1,0.828669,-0.3571,-0.666062,1.797147,-0.369646,0.51876,0.844976,-0.778195,-1.326893,-2.481737,-0.793792,0.761638,1.806234,0.089207,0.004676,1.354504
0,-1.609284,-0.336115,1.153332,-0.556251,-0.359914,0.410143,2.758833,-0.966596,0.094292,-0.61996,0.430777,-0.999968,0.612068,-2.413725,1.598474,0.557851
1,0.06556,1.363795,0.432548,-1.357944,-1.728659,0.501238,-1.002295,-0.035623,-2.851279,-0.66533,1.132858,-0.821317,-1.520403,1.945435,1.252083,-0.503201
0,0.344164,0.549666,1.529926,1.113601,-1.110354,0.06487,3.270282,0.781033,-0.338841,-0.193488,0.093525,1.431419,0.162506,-1.674752,-0.136669,0.254874
1,0.629036,-0.422385,-0.224106,3.431097,-0.455492,1.013296,0.122096,-2.833459,-0.391724,-0.836024,0.949929,-0.475863,-0.035811,-0.864559,0.605926,0.540149
1,-0.468818,-0.189735,0.525144,-1.413828,-1.959032,0.416392,-0.14033,-0.930751,2.182912,-1.621228,0.773571,-1.050605,-0.242978,1.251862,-0.607483,0.383672
1,-0.667214,0.56911,0.309572,-0.982284,0.13799,-3.348095,-1.068848,-0.653168,-0.977297,-1.238902,-0.814222,-0.020563,0.796263,1.872261,-0.492567,-0.863894
0,0.735318,-1.596443,-1.993335,0.610998,-1.153953,0.12208,-0.968205,1.044259,0.17521,0.295471,0.117843,0.372179,0.62195,-1.093627,0.90228,-0.242559
1,0.004936,0.658504,-1.032474,0.22388,-0.771154,-0.94029,-1.023492,-0.770099,-1.162481,-0.118369,-0.444488,0.17247,-0.529815,-2.52434,0.965945,-0.495929
0,1.466418,-0.188129,-0.711029,2.201389,-1.63297,1.004614,-1.182413,3.799696,0.268026,-1.093318,1.180919,-0.962947,0.292309,-1.156572,-1.316863,-0.151207
0,0.730786,0.159815,1.812058,1.85888,1.277473,-0.434863,1.457241,1.681047,-0.914311,-1.473566,0.221758,0.422993,0.97885,-2.563482,-0.408978,-0.295046
0,-0.078129,-1.486491,1.181175,0.585834,-0.39957,0.655578,0.040691,0.642904,-1.17936,0.511968,-1.345645,1.21944,0.71406,-1.44884,0.156539,-0.905895
0,-1.570102,0.876342,-0.369208,0.591257,-1.877814,-0.348295,-1.392018,1.92453,1.37533,-1.248138,-0.290462,-0.140446,0.80785,-1.889747,2.577372,-0.141767
0,2.130875,0.486696,1.62811,2.687128,0.240631,0.923864,0.523446,-0.7911,0.180554,0.660866,0.038322,-2.417861,-0.029159,-1.628193,0.002413,0.639892
0,1.262326,0.521905,-1.00155,0.329659,-1.254568,-0.46483,-0.500045,1.120702,1.348358,-0.927058,0.034685,-0.708444,0.320413,-1.911809,0.105988,-0.758618
0,0.52565,-0.493989,0.991565,1.792589,0.728471,-1.037435,0.777489,0.916633,-0.289598,-1.399188,-0.385801,0.68531,-0.603555,-2.153937,-1.027741,-0.421774
0,0.603255,-0.055915,0.438507,0.785727,0.721351,0.360541,1.377645,0.222018,-0.779324,0.586256,-1.836492,-1.246349,-3.004252,-0.662538,-0.226063,-0.444447
0,-1.416963,-0.410098,1.785039,-0.737776,1.565994,0.184435,0.399693,1.92564,-0.67542,0.090361,1.197033,0.093962,-0.241744,0.488687,-1.137617,0.497645
0,-2.005739,0.452395,-0.314342,4.057892,0.755325,0.581301,1.309704,1.851322,-0.094982,-0.072693,0.699169,0.572136,-1.495774,-3.735079,-1.66656,-0.411912
0,-0.143632,-0.648271,-0.808345,2.740249,0.814737,0.358849,0.802175,2.219748,0.88452,-2.174796,-1.047875,-0.111663,-1.675159,-2.157657,1.532618,1.303791
0,1.622113,-1.21339,0.708531,0.144534,1.278408,-1.154496,0.064587,0.899094,0.707036,0.062099,0.224798,-1.422413,0.761324,-0.526703,-0.286838,-1.547175
0,-0.136222,0.287286,0.280814,1.703959,-0.654431,0.819771,-0.619995,1.660394,0.608897,-1.539206,-0.375792,0.301538,-1.947902,-0.403939,-0.504705,0.477548
1,2.306104,-0.908454,-1.274544,0.414715,-1.942085,-1.957317,-0.023082,-1.554482,2.202999,1.175008,-0.227872,-0.356052,-0.804956,-1.850955,-0.507467,0.459011
1,-0.390619,-0.300223,-0.19802,-0.921741,-1.79009,-0.381221,-0.918722,0.149877,0.907661,0.928389,-1.028213,-0.641544,0.683966,2.324865,-0.973334,-0.350462
1,0.24904,-0.448393,0.753861,-0.18285,-1.37494,-0.472953,-1.199311,0.9954,1.038424,-1.383793,-1.114735,0.086785,-1.329197,1.541222,1.651243,-0.042539
0,-0.720096,0.706303,0.48022,0.943513,-1.440997,0.272548,0.419032,0.805007,-1.145095,1.631418,-0.142442,-0.416787,0.949055,-0.685545,0.364135,0.445714
0,0.693678,-1.64885,-0.911326,1.621713,-0.666222,-2.045567,0.091157,1.471917,-0.546762,-1.476562,1.568615,0.064181,-0.781397,-0.410393,-0.592563,-1.421429
1,1.130253,-1.48945,1.306891,-1.364976,-0.4857,-0.842019,0.624385,2.123152,0.142189,-1.100986,0.230365,0.169311,-0.008593,0.031714,0.985121,-0.471105
0,1.611056,-0.811116,0.930073,-0.284492,1.289978,-0.044605,2.06307,1.218667,0.494384,0.945137,-0.195964,0.183759,-0.936967,1.070046,0.646729,0.902304
1,1.408063,-0.506357,-1.105137,-2.599305,-3.917326,1.455581,-0.539314,-1.591156,0.602566,-0.389831,-0.122301,-0.30013,0.901332,0.477704,0.137504,1.456449
1,-0.048166,0.561919,0.252075,0.840142,-2.808198,0.480787,-0.194869,-1.162245,0.528606,-0.609397,-0.447499,-0.094366,-0.616162,1.221893,0.403264,-0.128511
0,-1.000769,-0.97124,0.43443,-0.98876,1.314001,0.474607,-0.50306,0.2484,-1.43787,1.212759,-1.430966,1.243071,0.371214,0.311533,1.253135,-0.614554
0,0.829343,0.117025,-1.393329,1.41236,-1.330852,-0.667741,-0.114973,2.329886,-1.352147,1.448981,-0.847446,0.39314,0.859565,-0.073424,-0.558967,0.809583
0,-0.840797,0.396159,1.88832,1.123916,-1.528703,1.276152,-0.104474,2.098376,0.156329,-1.270788,0.363971,0.344307,-0.700443,-1.608274,0.100156,-0.320922
1,0.35946,-0.35611,-0.199947,-0.657271,-3.157605,0.06839,-0.269002,-1.084149,2.429902,0.616023,-1.545245,0.595562,-1.315209,0.534911,-0.252227,-1.06939
1,0.442649,0.509905,-0.437457,-1.621068,-1.464589,1.26797,0.740008,-0.478325,-0.616552,-0.271344,-0.980878,1.046329,1.979485,1.629503,0.52007,0.255614
1,2.690758,-0.885997,-0.471926,-3.296125,-2.878741,-0.318986,-1.356337,-0.694128,-0.020145,-0.573836,-0.289845,-0.707745,0.132099,2.817876,1.448982,0.169826
0,-0.209468,1.093667,0.517106,0.016549,-0.748579,-0.352542,-0.446514,1.365092,-0.758624,0.464519,-0.267504,1.261781,-0.267767,-2.150741,1.491725,0.27608
0,0.164214,0.355141,-1.183922,0.249192,-0.561226,1.166807,-0.054989,0.172673,0.889014,0.049302,-1.25843,0.375337,-1.207584,-2.206711,0.075217,0.108583
1,-0.430978,0.388042,-0.233473,1.515275,-0.499878,-2.35181,-0.864949,-1.19486,0.685802,0.673684,0.281778,-0.633193,-0.832853,-1.15301,1.051985,-0.699539
0,-0.688994,0.213935,-0.719393,-0.240804,1.578185,0.446384,-1.808372,1.215833,0.474218,0.735823,-1.008196,-0.23786,0.371058,0.056025,-0.12194,-0.56463
0,-1.405707,0.708341,0.350037,0.636595,-0.957108,-0.621341,-0.035763,-0.866663,1.431933,-1.525726,-0.249778,0.895182,-0.71653,-1.025389,1.584493,-1.256578
1,0.220904,0.557398,-0.132164,-0.983489,-1.381237,0.392019,-0.358971,-0.683629,0.223464,-0.044161,1.095939,-0.980631,0.512765,0.90808,-1.721292,-0.150558
1,0.644617,-0.120883,1.370696,-1.121954,-0.43944,1.129054,1.530099,-1.966236,1.359371,-0.400305,0.614962,-1.322072,-1.973121,-0.326864,1.114199,0.119518
